Device,Timestamp,Latitude,Longitude,Speed,Heading
RockBLOCK 14437,2018-09-19 09:17:50,82.35409833333334,19.78616,0.17,240.16
RockBLOCK 14437,2018-09-19 14:23:40,82.33612333333333,19.595971666666667,0.4,243.0
RockBLOCK 14437,2018-09-19 19:28:57,82.332945,19.46038666666667,0.19,228.91
RockBLOCK 14437,2018-09-20 00:34:14,82.308075,19.274095,0.58,254.33
RockBLOCK 14437,2018-09-20 05:43:06,82.31066666666666,19.028391666666668,0.15,286.08
RockBLOCK 14437,2018-09-20 10:48:28,82.30305166666666,18.95303,0.38,224.09
RockBLOCK 14437,2018-09-20 15:53:29,82.289775,18.742376666666665,0.37,253.54
RockBLOCK 14437,2018-09-20 20:58:58,82.28656666666667,18.550795,0.24,266.24
RockBLOCK 14437,2018-09-21 02:04:40,82.279495,18.386806666666665,0.35,244.64
RockBLOCK 14437,2018-09-21 07:09:44,82.26939333333333,18.191456666666667,0.26,238.6
RockBLOCK 14437,2018-09-21 12:15:07,82.24784666666666,18.024371666666667,0.5,239.56
RockBLOCK 14437,2018-09-21 16:55:50,82.23615166666667,17.771985,0.52,255.69
RockBLOCK 14437,2018-09-21 22:03:36,82.231485,17.518886666666667,0.28,245.89
RockBLOCK 14437,2018-09-22 03:14:45,82.21928833333334,17.3075,0.45,258.16
RockBLOCK 14437,2018-09-22 08:20:29,82.220645,16.993391666666668,0.42,276.07
RockBLOCK 14437,2018-09-22 17:53:17,82.21353833333333,16.22654,0.83,271.97
RockBLOCK 14437,2018-09-22 23:00:09,82.214685,15.78077,0.71,265.94
RockBLOCK 14437,2018-09-23 09:16:53,82.22206833333334,14.715961666666667,0.86,255.52
RockBLOCK 14437,2018-09-23 14:22:33,82.18668166666667,14.066306666666666,1.49,256.22
RockBLOCK 14437,2018-09-23 19:28:55,82.17593,13.201345,1.05,256.12
RockBLOCK 14437,2018-09-24 00:34:12,82.144645,12.565711666666667,1.19,251.25
RockBLOCK 14437,2018-09-24 05:39:43,82.12058,12.089178333333333,0.93,236.08
RockBLOCK 14437,2018-09-24 10:46:24,82.08012,11.67684,1.31,247.17
RockBLOCK 14437,2018-09-24 15:52:46,82.02555166666667,11.283076666666666,0.54,244.43
RockBLOCK 14437,2018-09-24 20:58:04,81.99155666666667,11.146346666666666,1.05,190.12
RockBLOCK 14437,2018-09-25 02:03:57,81.895105,11.070418333333333,1.43,192.45
RockBLOCK 14437,2018-09-25 07:11:21,81.81055833333333,10.813338333333334,0.68,169.57
RockBLOCK 14437,2018-09-25 12:21:24,81.69891666666666,10.734951666666667,1.63,189.6
RockBLOCK 14437,2018-09-26 04:07:46,81.45117833333333,10.804011666666666,0.22,222.61
RockBLOCK 14437,2018-09-26 09:14:03,81.39157833333333,10.92039,0.31,205.24
RockBLOCK 14437,2018-09-26 14:23:36,81.32047833333333,11.033113333333333,0.77,174.1
RockBLOCK 14437,2018-09-27 00:43:56,81.19900333333334,11.321285,1.31,193.3
RockBLOCK 14437,2018-09-27 05:52:19,81.13827,11.362411666666667,1.24,168.03
RockBLOCK 14437,2018-09-27 16:14:15,81.04653333333333,11.627123333333333,0.62,62.34
RockBLOCK 14437,2018-09-27 21:21:17,81.01253166666666,11.890076666666667,0.76,155.09
RockBLOCK 14437,2018-09-28 02:31:26,80.98935833333333,12.068578333333333,0.71,96.1
RockBLOCK 14437,2018-09-29 11:48:27,80.922935,13.242018333333334,0.63,180.67
RockBLOCK 14437,2018-09-29 16:59:22,80.91403666666666,13.425348333333334,0.65,78.31
RockBLOCK 14437,2018-09-29 22:05:29,80.91582,13.79304,0.59,103.23
RockBLOCK 14437,2018-09-30 03:11:47,80.91153,14.023805,0.13,46.7
RockBLOCK 14437,2018-09-30 08:18:30,80.92543,14.427328333333334,0.94,87.37
RockBLOCK 14437,2018-09-30 21:55:20,81.009345,15.753048333333334,1.01,91.05
RockBLOCK 14437,2018-10-01 03:04:36,80.99882,16.151926666666668,0.63,93.03
